steps: 30, adversary: RedMeanderAgent, mean: -5.6366, standard deviation 1.3188023656635133
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.191.192/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.191.199'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.191.202'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.191.194'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.191.204'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.191.193'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.191.193'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.241.157'), ('Restore User3', 'ExploitRemoteService 10.0.191.199'), ('Analyse User1', 'ExploitRemoteService 10.0.191.202'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.191.204'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.241.157'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.157'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.188.192/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.188.206'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.188.201'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.188.193'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.188.205'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.188.202'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.188.205'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.146'), ('Restore User4', 'ExploitRemoteService 10.0.188.201'), ('Analyse Enterprise2', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.237.146'), ('Analyse User1', 'ExploitRemoteService 10.0.188.202'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.237.153'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.188.206'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.237.153'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.237.146'), ('Analyse User4', 'ExploitRemoteService 10.0.188.193'), ('Analyse User4', 'ExploitRemoteService 10.0.237.153'), ('Analyse User1', 'ExploitRemoteService 10.0.237.153'), ('Analyse User1', 'ExploitRemoteService 10.0.188.206'), ('Analyse User1', 'ExploitRemoteService 10.0.188.206'), ('Analyse User1', 'ExploitRemoteService 10.0.188.206'), ('Analyse User1', 'ExploitRemoteService 10.0.237.153'), ('Analyse User1', 'ExploitRemoteService 10.0.237.153'), ('Analyse User1', 'ExploitRemoteService 10.0.188.206'), ('Analyse User1', 'ExploitRemoteService 10.0.237.146')], total reward: -5.6
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.58.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.58.180'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.58.187'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.58.182'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.58.189'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.58.183'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.58.187'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.58.189'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.13.40'), ('Analyse User1', 'ExploitRemoteService 10.0.58.182'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.13.40'), ('Analyse User1', 'ExploitRemoteService 10.0.58.183'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.58.180'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.13.46'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.40'), ('Analyse User1', 'ExploitRemoteService 10.0.13.40'), ('Analyse User1', 'ExploitRemoteService 10.0.13.46'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.40'), ('Analyse User1', 'ExploitRemoteService 10.0.58.183'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.13.46'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.46'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.40'), ('Analyse User1', 'ExploitRemoteService 10.0.13.40'), ('Analyse User1', 'ExploitRemoteService 10.0.58.183'), ('Restore User2', 'PrivilegeEscalate User2')], total reward: -5.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.130.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.130.186'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.130.177'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.130.179'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.130.190'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.130.189'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.130.179'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.130.186'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.130.186'), ('Remove Enterprise1', 'PrivilegeEscalate User2'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.66.5'), ('Restore User2', 'ExploitRemoteService 10.0.66.5'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.130.189'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'ExploitRemoteService 10.0.66.5'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.130.177'), ('Analyse User1', 'ExploitRemoteService 10.0.130.177'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.66.8'), ('Analyse User1', 'ExploitRemoteService 10.0.66.8'), ('Analyse User1', 'ExploitRemoteService 10.0.130.190'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.66.8'), ('Analyse User1', 'ExploitRemoteService 10.0.66.8'), ('Analyse User1', 'ExploitRemoteService 10.0.66.8'), ('Analyse User1', 'ExploitRemoteService 10.0.66.8'), ('Analyse User1', 'ExploitRemoteService 10.0.66.5'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.66.5'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.66.8')], total reward: -4.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.143.16/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.143.30'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.143.24'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.143.17'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.143.21'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.143.25'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.143.21'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.143.30'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.143.24'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.143.30'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.143.25'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.84.199'), ('Restore User1', 'ExploitRemoteService 10.0.143.24'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.84.206'), ('Analyse User1', 'ExploitRemoteService 10.0.84.206'), ('Analyse User1', 'ExploitRemoteService 10.0.143.30'), ('Analyse User1', 'ExploitRemoteService 10.0.143.17'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User1', 'ExploitRemoteService 10.0.84.206'), ('Analyse User1', 'ExploitRemoteService 10.0.84.206'), ('Analyse User1', 'ExploitRemoteService 10.0.84.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.84.206'), ('Analyse User1', 'ExploitRemoteService 10.0.84.206'), ('Analyse User1', 'ExploitRemoteService 10.0.84.206'), ('Analyse User1', 'ExploitRemoteService 10.0.84.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.84.199'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.500000000000002
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.102.128/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.102.138'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.102.133'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.102.136'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.102.134'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.102.131'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.102.134'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.136.20'), ('Restore User3', 'ExploitRemoteService 10.0.102.131'), ('DecoyVsftpd User4', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.136.28'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.102.138'), ('Analyse User1', 'ExploitRemoteService 10.0.136.28'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.102.136'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.102.133'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'ExploitRemoteService 10.0.136.20'), ('Analyse User1', 'ExploitRemoteService 10.0.136.20'), ('Analyse User1', 'ExploitRemoteService 10.0.136.28'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.136.28'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.136.20'), ('Analyse User1', 'ExploitRemoteService 10.0.136.28'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.136.20'), ('Analyse User1', 'ExploitRemoteService 10.0.136.28'), ('Analyse User1', 'ExploitRemoteService 10.0.136.28'), ('Analyse User1', 'ExploitRemoteService 10.0.136.20')], total reward: -5.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.192.64/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.192.68'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.192.77'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.192.74'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.192.67'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.192.78'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.192.67'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.192.67'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.192.67'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.192.74'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.192.78'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.202.136'), ('Analyse User1', 'ExploitRemoteService 10.0.192.77'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.202.140'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.202.140'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.192.68'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.202.136'), ('Analyse User1', 'ExploitRemoteService 10.0.192.67'), ('Analyse User1', 'ExploitRemoteService 10.0.202.136'), ('Analyse User1', 'ExploitRemoteService 10.0.202.136'), ('Analyse User1', 'ExploitRemoteService 10.0.192.67'), ('Analyse User1', 'ExploitRemoteService 10.0.192.67'), ('Analyse User1', 'ExploitRemoteService 10.0.202.136'), ('Analyse User1', 'ExploitRemoteService 10.0.202.140'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.202.140'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.202.136')], total reward: -3.5
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.201.240/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.201.250'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.201.246'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.201.251'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.201.244'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.201.247'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.201.244'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.201.251'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.137.200'), ('Restore User3', 'ExploitRemoteService 10.0.201.244'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.201.250'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.201.247'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.137.204'), ('Restore User1', 'ExploitRemoteService 10.0.201.246'), ('Analyse User1', 'ExploitRemoteService 10.0.201.244'), ('Analyse User1', 'ExploitRemoteService 10.0.201.244'), ('Analyse User1', 'ExploitRemoteService 10.0.137.204'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.137.200'), ('Analyse User1', 'ExploitRemoteService 10.0.137.204'), ('Analyse User1', 'ExploitRemoteService 10.0.137.204'), ('Analyse User1', 'ExploitRemoteService 10.0.137.200'), ('Analyse User1', 'ExploitRemoteService 10.0.201.244'), ('Analyse User1', 'ExploitRemoteService 10.0.137.204'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.201.244')], total reward: -5.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.251.16/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.251.30'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.251.19'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.251.24'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.251.27'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.251.23'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.251.30'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.147.101'), ('Restore User4', 'ExploitRemoteService 10.0.251.19'), ('Analyse Enterprise2', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.251.27'), ('Analyse User1', 'ExploitRemoteService 10.0.147.101'), ('Analyse User1', 'ExploitRemoteService 10.0.147.101'), ('Analyse User1', 'ExploitRemoteService 10.0.251.24'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.147.101'), ('Analyse User1', 'ExploitRemoteService 10.0.147.101'), ('Analyse User1', 'ExploitRemoteService 10.0.251.23'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.147.109'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.147.109'), ('Analyse User1', 'ExploitRemoteService 10.0.147.109'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.251.24'), ('Analyse User1', 'ExploitRemoteService 10.0.147.101'), ('Analyse User1', 'ExploitRemoteService 10.0.251.24'), ('Analyse User1', 'ExploitRemoteService 10.0.251.24'), ('Analyse User1', 'ExploitRemoteService 10.0.251.24'), ('Analyse User1', 'ExploitRemoteService 10.0.147.109')], total reward: -4.6000000000000005
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.197.160/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.197.167'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.197.162'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.197.168'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.197.174'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.197.164'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.197.167'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.197.162'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.11.10'), ('Restore User3', 'ExploitRemoteService 10.0.197.168'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.11.10'), ('Analyse User1', 'ExploitRemoteService 10.0.197.168'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.197.164'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.11.10'), ('Analyse User1', 'ExploitRemoteService 10.0.197.168'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.197.168'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.11.10'), ('Analyse User1', 'ExploitRemoteService 10.0.11.10'), ('Analyse User1', 'ExploitRemoteService 10.0.197.168'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.197.174'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.11.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.197.168'), ('Analyse User1', 'ExploitRemoteService 10.0.11.10'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.11.10'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0')], total reward: -5.6
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.246.160/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.246.164'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.246.169'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.246.166'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.246.173'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.246.163'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.246.166'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.70.8'), ('Restore User1', 'ExploitRemoteService 10.0.246.173'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.70.8'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.70.8'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.246.163'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.70.2'), ('Analyse User4', 'ExploitRemoteService 10.0.70.8'), ('Analyse User1', 'ExploitRemoteService 10.0.70.2'), ('Analyse User4', 'ExploitRemoteService 10.0.246.169'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.246.164'), ('Analyse User4', 'ExploitRemoteService 10.0.246.173'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.246.169'), ('Analyse User1', 'ExploitRemoteService 10.0.70.8'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.246.169'), ('Analyse User1', 'ExploitRemoteService 10.0.246.169')], total reward: -7.5
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.217.32/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.217.37'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.217.45'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.217.41'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.217.46'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.217.42'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.217.46'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.231.93'), ('Restore User4', 'ExploitRemoteService 10.0.217.45'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.231.91'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.41'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.217.37'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.231.93'), ('Analyse User4', 'ExploitRemoteService 10.0.217.42'), ('Analyse User4', 'ExploitRemoteService 10.0.231.93'), ('Analyse User1', 'ExploitRemoteService 10.0.231.91'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.231.91'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.231.91'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.217.41'), ('Analyse User1', 'ExploitRemoteService 10.0.231.91'), ('Analyse User1', 'ExploitRemoteService 10.0.231.93'), ('Analyse User1', 'ExploitRemoteService 10.0.231.91'), ('Analyse User1', 'ExploitRemoteService 10.0.231.91'), ('Analyse User1', 'ExploitRemoteService 10.0.231.91'), ('Analyse User1', 'ExploitRemoteService 10.0.217.41')], total reward: -4.6000000000000005
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.23.32/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.23.38'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.23.37'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.23.43'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.23.35'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.23.36'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.23.35'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.146.106'), ('Restore User3', 'ExploitRemoteService 10.0.23.43'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.146.106'), ('Analyse User1', 'ExploitRemoteService 10.0.23.36'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.146.106'), ('Analyse User1', 'ExploitRemoteService 10.0.23.43'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.23.37'), ('Analyse User1', 'ExploitRemoteService 10.0.23.43'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.23.38'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.146.110'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.146.106'), ('Analyse User1', 'ExploitRemoteService 10.0.146.110'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.146.110'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.146.110'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.146.110'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.23.43'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.146.106'), ('Analyse User1', 'ExploitRemoteService 10.0.23.43')], total reward: -4.6000000000000005
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.229.192/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.229.193'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.229.195'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.229.204'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.229.205'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.229.194'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.229.205'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.51.155'), ('Restore User4', 'ExploitRemoteService 10.0.229.204'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.51.152'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.51.152'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.51.155'), ('Analyse User4', 'ExploitRemoteService 10.0.229.195'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.229.194'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.229.195'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.229.195'), ('Analyse User1', 'ExploitRemoteService 10.0.229.193'), ('Analyse User4', 'ExploitRemoteService 10.0.229.195'), ('Analyse User1', 'ExploitRemoteService 10.0.51.152'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.51.152'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.229.195'), ('Analyse User1', 'ExploitRemoteService 10.0.51.152'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -7.699999999999999
