steps: 30, adversary: B_lineAgent, mean: -4.4346, standard deviation 2.402310124428968
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.120.158'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.120.144/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.155'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.155'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.120.144/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.120.155')], total reward: -6.799999999999999
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.115.64/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.115.72'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.115.72'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.43.132'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.115.72'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.115.72'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.115.72'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.115.72'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.115.72'), ('Remove User4', 'ExploitRemoteService 10.0.115.72'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.43.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.115.72'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.43.132')], total reward: -2.700000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.10.144/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.10.155'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.10.155'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.10.155'), ('Analyse User2', 'ExploitRemoteService 10.0.10.155'), ('Analyse User2', 'ExploitRemoteService 10.0.10.155'), ('Analyse User2', 'ExploitRemoteService 10.0.10.155'), ('Analyse User2', 'ExploitRemoteService 10.0.10.155'), ('Analyse User2', 'ExploitRemoteService 10.0.10.155'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.208.62'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.62'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.10.155'), ('Analyse Enterprise1', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.208.62'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.208.62'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.208.48/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.208.58'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.58'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.62'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.10.155'), ('Analyse User2', 'ExploitRemoteService 10.0.10.155'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.208.62'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.62'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.208.48/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.208.58'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.58')], total reward: -7.099999999999996
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.63.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.63.182'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.63.182'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.152.70'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.152.70'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.63.182'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.63.182'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.63.182'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.63.182'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.63.182'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.63.182'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.152.70'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.152.70')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.201.80/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.201.86'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.201.86'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.245.199'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.245.199'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.201.86'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.86'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.86'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.86'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.86'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.86'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.245.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.245.199')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.19.96/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.19.97'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.19.97'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.225.115'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.97'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.97'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.97'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.97'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.97'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.97'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.225.115'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.225.115')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.217.64/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.217.77'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.217.77'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.215.168'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.215.168'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.217.77'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.77'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.77'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.77'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.77'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.77'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.215.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.215.168')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.82.208/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.82.216'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.82.216'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.82.216'), ('DecoyVsftpd Enterprise0', 'PrivilegeEscalate User3'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.133.148'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.133.148'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.82.216'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.133.148'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.133.148'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.133.144/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.133.153'), ('Analyse User1', 'ExploitRemoteService 10.0.133.153'), ('Analyse User1', 'PrivilegeEscalate Enterprise2'), ('Restore Enterprise2', 'DiscoverNetworkServices 10.0.90.190'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.82.216'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.82.216'), ('DecoyVsftpd Enterprise0', 'PrivilegeEscalate User3'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.133.148'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.133.148'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.82.216'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.133.148'), ('DecoySSHD User3', 'ExploitRemoteService 10.0.133.148'), ('Analyse User1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.133.144/28'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.133.153'), ('Analyse User1', 'ExploitRemoteService 10.0.133.153')], total reward: -8.699999999999996
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.145.0/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.145.10'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.145.10'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.139.39'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.139.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.145.10'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoyVsftpd User3', 'DiscoverNetworkServices 10.0.139.39'), ('DecoySSHD User3', 'ExploitRemoteService 10.0.139.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.145.10'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.139.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.139.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.145.10'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.139.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.139.39'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.139.32/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.139.40'), ('Analyse User1', 'ExploitRemoteService 10.0.139.40'), ('Analyse User1', 'ExploitRemoteService 10.0.139.39'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.145.10'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.139.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.139.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.145.10'), ('Remove User4', 'PrivilegeEscalate User4'), ('Analyse User1', 'DiscoverNetworkServices 10.0.139.39')], total reward: -4.799999999999997
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.226.144/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.226.153'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.226.153'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.198.49'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.198.49'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.226.153'), ('Remove User4', 'ExploitRemoteService 10.0.226.153'), ('Remove User4', 'ExploitRemoteService 10.0.226.153'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.198.49'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.49'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.226.153'), ('Remove User4', 'ExploitRemoteService 10.0.226.153'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.198.49'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.49'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.198.48/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.198.58'), ('Analyse User1', 'ExploitRemoteService 10.0.198.58'), ('Analyse User1', 'ExploitRemoteService 10.0.198.49'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.226.153'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.198.49'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.198.49'), ('DecoySSHD User3', 'ExploitRemoteService 10.0.226.153'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.198.49'), ('Analyse User1', 'ExploitRemoteService 10.0.198.49')], total reward: -4.799999999999998
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.103.16/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.103.18'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.103.18'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.183.135'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.183.135'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.103.18'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.183.135'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.183.135'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.183.128/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.183.138'), ('Analyse User1', 'ExploitRemoteService 10.0.183.138'), ('Analyse User1', 'ExploitRemoteService 10.0.183.135'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.103.18'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.183.135'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.183.135'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.18'), ('Remove User4', 'PrivilegeEscalate User4'), ('Analyse User1', 'DiscoverNetworkServices 10.0.183.135'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.183.135'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.18'), ('Remove User4', 'PrivilegeEscalate User4'), ('Analyse User1', 'DiscoverNetworkServices 10.0.183.135'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.183.135'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.18'), ('Remove User4', 'PrivilegeEscalate User4'), ('Analyse User1', 'DiscoverNetworkServices 10.0.183.135')], total reward: -4.799999999999998
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.29.224/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.29.230'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.29.230'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.53.151'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.53.151'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.53.144/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.53.153'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.53.153'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.53.151'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.29.230'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.53.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.53.151'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.53.144/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.53.153'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.53.153'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.53.151'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.29.230'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.53.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.53.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.29.230'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.53.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.53.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.29.230'), ('Analyse User2', 'PrivilegeEscalate User1')], total reward: -7.799999999999994
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.103.160/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.103.170'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.103.170'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.19.92'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.170'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.170'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.170'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.170'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.170'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.170'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.19.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.19.92')], total reward: -2.800000000000001
